1.608644330585443497e+09,-1.591505067431352671e+00,2.999999999999999889e-02,-4.402369674934131893e+00,-0.000000000000000000e+00,-4.734650611877441406e+00
1.608644330592344284e+09,-1.589971086643467091e+00,2.999999999999999889e-02,3.330907928428060716e-01,2.000000000000000042e-02,-1.045857524871826172e+01
1.608644330595571280e+09,-1.589587591446495640e+00,2.999999999999999889e-02,8.380199221830485212e-02,-4.000000000000000083e-02,-9.688492774963378906e+00
1.608644330600154638e+09,-1.587286620264667159e+00,2.000000000000000042e-02,4.777236229991054239e-01,-6.500000000000000222e-01,-9.917267799377441406e+00
1.608644330605095387e+09,-1.581150697113124615e+00,1.000000000000000021e-02,1.100672612189183885e+00,-1.429999999999999938e+00,-1.019518852233886719e+01
1.608644330610903263e+09,-1.575781764355524972e+00,0.000000000000000000e+00,1.145593739682108758e+00,-2.180000000000000160e+00,-9.931924819946289062e+00
1.608644330615551233e+09,-1.566194384431239595e+00,-1.000000000000000021e-02,1.857385033069277380e+00,-3.009999999999999787e+00,-1.014509582519531250e+01
1.608644330620769262e+09,-1.556990499703925890e+00,-2.999999999999999889e-02,1.879174927094912295e+00,-3.680000000000000160e+00,-1.003267288208007812e+01
1.608644330625987291e+09,-1.545869138991754932e+00,-5.000000000000000278e-02,2.097974620873504392e+00,-4.599999999999999645e+00,-9.814845085144042969e+00
1.608644330631370068e+09,-1.534364283082612523e+00,-8.000000000000000167e-02,2.441306443344108068e+00,-5.160000000000000142e+00,-9.948421478271484375e+00
1.608644330635814190e+09,-1.517873989612841923e+00,-1.100000000000000006e-01,3.140451501154772451e+00,-6.049999999999999822e+00,-8.766306877136230469e+00
1.608644330641195297e+09,-1.501767191340042773e+00,-1.400000000000000133e-01,3.118390344479069487e+00,-6.389999999999999680e+00,-5.774135589599609375e+00
1.608644330646137714e+09,-1.486810878658157753e+00,-1.799999999999999933e-01,3.123136617887138478e+00,-7.400000000000000355e+00,-3.874439954757690430e+00
1.608644330650821447e+09,-1.469553594794444251e+00,-2.099999999999999922e-01,3.450390634889360264e+00,-7.309999999999999609e+00,-1.820567607879638672e+00
1.608644330655909777e+09,-1.451145825339816620e+00,-2.500000000000000000e-01,3.504506425247265078e+00,-7.620000000000000107e+00,6.400079131126403809e-01
1.608644330661451340e+09,-1.436189512657931600e+00,-2.899999999999999800e-01,3.021303381345714190e+00,-7.320000000000000284e+00,2.310804128646850586e+00
1.608644330666289806e+09,-1.419699219188160999e+00,-3.200000000000000067e-01,3.297983209108940716e+00,-7.169999999999999929e+00,2.727138996124267578e+00
1.608644330671071529e+09,-1.406276887294161559e+00,-3.599999999999999867e-01,2.905819157238021422e+00,-6.910000000000000142e+00,5.410100460052490234e+00
1.608644330675701857e+09,-1.392087565006219441e+00,-3.900000000000000133e-01,2.627216317026653591e+00,-6.429999999999999716e+00,5.790603637695312500e+00
1.608644330681026697e+09,-1.379815718703134131e+00,-4.199999999999999845e-01,2.519301749127107026e+00,-5.559999999999999609e+00,6.650060653686523438e+00
1.608644330686073303e+09,-1.370611833975820426e+00,-4.400000000000000022e-01,1.768954338418676775e+00,-4.870000000000000107e+00,7.254401206970214844e+00
1.608644330691255331e+09,-1.361407949248506499e+00,-4.699999999999999734e-01,1.954627368471479221e+00,-4.330000000000000071e+00,7.354481697082519531e+00
