1.608644652324323893e+09,-1.615665264840551618e+00,5.000000000000000278e-02,-9.076149810496417558e+00,2.000000000000000042e-02,-3.165545463562011719e+00
1.608644652330855131e+09,-1.615281769643580168e+00,5.000000000000000278e-02,8.153776238851033475e-02,-2.000000000000000042e-02,-3.495588779449462891e+00
1.608644652335444212e+09,-1.613747788855694587e+00,5.000000000000000278e-02,3.518721222068166288e-01,-4.000000000000000083e-02,9.882654190063476562e+00
1.608644652339315414e+09,-1.614514779249637266e+00,5.000000000000000278e-02,-1.549386349407771146e-01,-4.600000000000000200e-01,9.375468254089355469e+00
1.608644652344215155e+09,-1.616048760037523069e+00,5.000000000000000278e-02,-3.144356247948671967e-01,-5.999999999999999778e-02,7.683816909790039062e+00
1.608644652349318743e+09,-1.620267207204208582e+00,5.000000000000000278e-02,-7.529768416468513026e-01,7.399999999999999911e-01,6.295700550079345703e+00
1.608644652355173349e+09,-1.622951673583008292e+00,5.999999999999999778e-02,-5.185110785385742549e-01,1.459999999999999964e+00,4.985072135925292969e+00
1.608644652360313892e+09,-1.628320606340608157e+00,7.000000000000000666e-02,-1.068260727748204131e+00,1.919999999999999929e+00,4.233289718627929688e+00
1.608644652365436077e+09,-1.635223519886093602e+00,8.000000000000000167e-02,-1.380616942228972688e+00,2.350000000000000089e+00,2.172765970230102539e+00
1.608644652370465755e+09,-1.640592452643693244e+00,8.999999999999999667e-02,-1.078854795234571506e+00,2.529999999999999805e+00,1.175850272178649902e+00
1.608644652375247002e+09,-1.646728375795235788e+00,1.000000000000000056e-01,-1.354451187737882201e+00,2.680000000000000160e+00,9.690357446670532227e-01
1.608644652379575491e+09,-1.651330318158892752e+00,1.199999999999999956e-01,-8.324109566869007937e-01,2.850000000000000089e+00,-8.137084543704986572e-02
1.608644652385426521e+09,-1.657466241310435295e+00,1.300000000000000044e-01,-1.260576362568941011e+00,2.740000000000000213e+00,-2.119532972574234009e-02
