1076.9150,0.0111,-1.5978,0.0053,-1.5702,0.0064,0.0112,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.3581,0.5308,0.0553,0.0630,-0.1233,-0.1201,0.0000,0.2620,0.0942,0.0070,-0.0018,0.0000,0.0000,3.1376,0.9265,0.0750,-0.0189,0.0000
1076.9270,0.0112,-1.5978,0.0053,-1.5702,0.0064,0.0112,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.2192,0.5983,0.0392,0.0495,-0.1170,-0.1230,0.0000,0.2627,0.0944,0.0070,-0.0018,0.0000,0.0000,3.1455,0.9286,0.0751,-0.0189,0.0000
1076.9370,0.0111,-1.5978,0.0053,-1.5702,0.0064,0.0112,0.0000,0.0000,-0.0000,0.0001,0.0000,0.0000,0.1705,0.4631,0.0485,0.0655,-0.1172,-0.1509,0.0000,0.2626,0.0944,0.0070,-0.0018,0.0000,0.0000,3.1451,0.9291,0.0752,-0.0189,0.0000
1076.9470,0.0112,-1.5978,0.0053,-1.5702,0.0064,0.0112,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.2011,0.5907,0.0672,0.0602,-0.1060,-0.1610,-0.0000,0.2624,0.0944,0.0070,-0.0018,0.0000,-0.0000,3.1425,0.9286,0.0751,-0.0189,0.0000
1076.9570,0.0111,-1.5978,0.0053,-1.5702,0.0064,0.0112,0.0000,0.0000,-0.0000,0.0002,0.0000,0.0000,0.2941,0.5936,0.0879,0.0795,-0.1362,-0.1233,-0.0000,0.2621,0.0942,0.0070,-0.0018,0.0000,-0.0000,3.1386,0.9266,0.0750,-0.0189,0.0000
1076.9690,0.0111,-1.5978,0.0053,-1.5702,0.0064,0.0112,0.0000,0.0000,-0.0000,0.0001,0.0000,0.0000,0.2147,0.5120,0.0449,0.0681,-0.1335,-0.1133,-0.0000,0.2624,0.0944,0.0070,-0.0018,0.0000,-0.0000,3.1422,0.9292,0.0753,-0.0190,0.0000
1076.9790,0.0111,-1.5977,0.0053,-1.5702,0.0064,0.0111,0.0000,0.0000,-0.0000,0.0001,0.0000,0.0000,0.1936,0.4927,0.0044,0.0944,-0.0958,-0.1244,-0.0000,0.2622,0.0942,0.0070,-0.0018,0.0000,-0.0000,3.1405,0.9265,0.0750,-0.0189,0.0000
1076.9890,0.0111,-1.5978,0.0053,-1.5702,0.0064,0.0112,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.1011,0.5585,0.0398,0.0905,-0.0984,-0.1470,-0.0000,0.2628,0.0945,0.0070,-0.0018,0.0000,-0.0000,3.1470,0.9301,0.0752,-0.0189,0.0000
1076.9990,0.0111,-1.5978,0.0053,-1.5702,0.0064,0.0112,0.0000,0.0000,-0.0000,0.0002,0.0000,0.0000,0.1675,0.5974,0.0849,0.0991,-0.1050,-0.1354,0.0000,0.2621,0.0941,0.0070,-0.0018,0.0000,0.0000,3.1390,0.9261,0.0750,-0.0189,0.0000
1077.0090,0.0111,-1.5978,0.0053,-1.5702,0.0064,0.0112,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.1835,0.5881,0.0507,0.0806,-0.0990,-0.1153,0.0000,0.2627,0.0945,0.0070,-0.0018,0.0000,0.0000,3.1466,0.9297,0.0753,-0.0189,0.0000
1077.0210,0.0112,-1.5978,0.0053,-1.5702,0.0064,0.0112,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.1747,0.5056,0.0622,0.0822,-0.1126,-0.1180,-0.0000,0.2620,0.0941,0.0070,-0.0018,0.0000,-0.0000,3.1381,0.9261,0.0750,-0.0189,0.0000
1077.0310,0.0111,-1.5978,0.0053,-1.5702,0.0064,0.0112,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.1977,0.5393,0.0698,0.0691,-0.1142,-0.1344,-0.0000,0.2621,0.0942,0.0070,-0.0018,0.0000,-0.0000,3.1391,0.9270,0.0750,-0.0189,0.0000
