0.620,0.0000,-1.5708,0.0000,-1.5708,-0.0000,-0.0000,0.0000,-0.0001,-0.0000,0.0000,0.0000,0.0000,0.4833,-0.8758,0.3964,0.2038,-0.1600,-0.1785
0.631,0.0000,-1.5708,-0.0000,-1.5708,-0.0000,-0.0000,0.0000,-0.0001,-0.0000,0.0000,0.0000,0.0000,0.4377,-0.8482,0.3691,0.1980,-0.1557,-0.1725
0.642,0.0000,-1.5708,0.0000,-1.5708,-0.0000,-0.0000,0.0000,-0.0001,-0.0000,0.0000,0.0000,0.0000,0.4271,-0.8088,0.3787,0.2044,-0.1880,-0.1664
0.652,0.0000,-1.5708,-0.0000,-1.5708,-0.0000,-0.0000,0.0000,-0.0001,-0.0000,0.0000,0.0000,0.0000,0.4364,-0.7843,0.4031,0.1686,-0.1538,-0.1961
0.663,-0.0000,-1.5708,-0.0000,-1.5708,0.0000,0.0000,0.0000,-0.0001,-0.0000,0.0000,0.0000,0.0000,0.4329,-0.9062,0.3449,0.1792,-0.1722,-0.1860
0.673,-0.0000,-1.5708,-0.0000,-1.5708,0.0000,0.0000,0.0000,-0.0001,-0.0000,0.0000,0.0000,0.0000,0.3814,-0.7729,0.3744,0.1729,-0.1798,-0.1790
0.684,0.0000,-1.5708,-0.0000,-1.5708,0.0000,-0.0000,0.0000,-0.0001,-0.0000,0.0000,0.0000,0.0000,0.4412,-0.8372,0.3591,0.1962,-0.1656,-0.1619
0.694,0.0000,-1.5708,-0.0000,-1.5708,-0.0000,-0.0000,0.0000,-0.0001,-0.0000,0.0000,0.0000,0.0000,0.4544,-0.8859,0.4026,0.1786,-0.1600,-0.1448
0.704,0.0000,-1.5708,0.0000,-1.5708,0.0000,-0.0000,0.0000,-0.0001,-0.0000,0.0000,0.0000,0.0000,0.3572,-0.8080,0.3398,0.1718,-0.1510,-0.2058
0.714,0.0000,-1.5708,-0.0000,-1.5708,0.0000,-0.0000,-0.0000,-0.0001,-0.0000,0.0000,0.0000,0.0000,0.4877,-0.7949,0.3537,0.1750,-0.1494,-0.1744
0.725,0.0000,-1.5708,-0.0000,-1.5708,0.0000,0.0000,-0.0000,-0.0001,-0.0000,0.0000,0.0000,0.0000,0.3642,-0.8406,0.3576,0.1970,-0.1579,-0.1856
0.735,-0.0000,-1.5708,-0.0000,-1.5708,0.0000,0.0000,-0.0000,-0.0000,-0.0000,0.0000,0.0000,0.0000,0.4491,-0.8065,0.4052,0.1712,-0.1572,-0.1739
0.745,-0.0000,-1.5708,-0.0000,-1.5708,-0.0000,0.0000,-0.0000,-0.0000,-0.0000,0.0000,0.0000,0.0000,0.5621,-0.8260,0.4172,0.1855,-0.1524,-0.1838
0.756,0.0000,-1.5708,0.0000,-1.5708,0.0000,0.0000,-0.0000,-0.0000,-0.0000,0.0000,0.0000,0.0000,0.4683,-0.8275,0.3684,0.1671,-0.1592,-0.1726
0.766,-0.0000,-1.5708,-0.0000,-1.5708,-0.0000,-0.0000,0.0000,-0.0000,-0.0000,0.0000,0.0000,0.0000,0.5026,-0.8747,0.4163,0.1936,-0.1709,-0.1619
0.777,0.0000,-1.5708,0.0000,-1.5708,0.0000,-0.0000,0.0000,-0.0000,-0.0000,0.0000,0.0000,0.0000,0.4460,-0.8242,0.4218,0.1620,-0.1658,-0.1821
0.788,-0.0000,-1.5708,0.0000,-1.5708,-0.0000,0.0000,0.0000,-0.0000,-0.0000,0.0000,0.0000,0.0000,0.4779,-0.7948,0.3396,0.1843,-0.1681,-0.1712
0.798,0.0000,-1.5708,0.0000,-1.5708,0.0000,0.0000,0.0000,-0.0000,-0.0000,0.0000,0.0000,0.0000,0.5359,-0.8346,0.3393,0.1966,-0.1624,-0.1969
0.809,-0.0000,-1.5708,-0.0000,-1.5708,0.0000,-0.0000,0.0000,-0.0000,-0.0000,0.0000,0.0000,0.0000,0.5958,-0.8297,0.3916,0.1476,-0.1484,-0.2036
0.819,0.0000,-1.5708,-0.0000,-1.5708,0.0000,0.0000,0.0000,-0.0001,-0.0000,0.0000,0.0000,0.0000,0.5959,-0.8757,0.3797,0.1765,-0.1323,-0.1488
0.830,0.0000,-1.5708,0.0000,-1.5708,0.0000,0.0000,0.0000,-0.0001,-0.0000,0.0000,0.0000,0.0000,0.3516,-0.9053,0.3768,0.1667,-0.1531,-0.1647
0.841,0.0000,-1.5708,0.0000,-1.5708,-0.0000,-0.0000,0.0000,-0.0001,-0.0000,0.0000,0.0000,0.0000,0.4525,-0.8435,0.3837,0.1940,-0.1692,-0.1792
0.851,-0.0000,-1.5708,-0.0000,-1.5708,-0.0000,0.0000,0.0000,-0.0001,-0.0000,0.0000,0.0000,0.0000,0.6373,-0.8456,0.3481,0.1615,-0.1447,-0.1860
0.862,0.0000,-1.5708,-0.0000,-1.5708,0.0000,0.0000,0.0001,-0.0001,-0.0000,0.0000,0.0000,0.0000,0.5756,-0.8458,0.3806,0.1501,-0.1507,-0.1695
0.873,0.0000,-1.5708,0.0000,-1.5708,0.0000,-0.0000,0.0001,-0.0001,-0.0000,0.0000,0.0000,0.0000,0.6447,-0.8184,0.4033,0.1755,-0.1414,-0.1760
0.883,-0.0000,-1.5708,0.0000,-1.5708,-0.0000,0.0000,0.0001,-0.0000,-0.0000,0.0000,0.0000,0.0000,0.5311,-0.8046,0.3487,0.1970,-0.1593,-0.1497
0.894,-0.0000,-1.5707,0.0000,-1.5708,0.0000,-0.0000,0.0000,-0.0000,-0.0000,0.0000,0.0000,0.0000,0.6846,-0.8806,0.3739,0.1724,-0.1438,-0.1645
0.905,0.0000,-1.5708,-0.0000,-1.5708,-0.0000,0.0000,0.0000,-0.0000,-0.0000,0.0000,0.0000,0.0000,0.6517,-0.8045,0.3583,0.1917,-0.1310,-0.1388
